# file...... output/IEEE_123_feeder_0_climate.csv
# date...... Thu Dec 13 12:24:03 2018
# user...... mukh614
# host...... (null)
# target.... climate 2
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,temperature,humidity
2013-08-28 00:00:00 PST,+91.042,+0.3
2013-08-28 00:01:00 PST,+90.9659,+0.300994
2013-08-28 00:02:00 PST,+90.8907,+0.301978
2013-08-28 00:03:00 PST,+90.8163,+0.30295
2013-08-28 00:04:00 PST,+90.7428,+0.303911
2013-08-28 00:05:00 PST,+90.6701,+0.304861
2013-08-28 00:06:00 PST,+90.5983,+0.3058
2013-08-28 00:07:00 PST,+90.5273,+0.306728
2013-08-28 00:08:00 PST,+90.4572,+0.307644
2013-08-28 00:09:00 PST,+90.3879,+0.30855
2013-08-28 00:10:00 PST,+90.3195,+0.309444
2013-08-28 00:11:00 PST,+90.2519,+0.310328
2013-08-28 00:12:00 PST,+90.1852,+0.3112
2013-08-28 00:13:00 PST,+90.1193,+0.312061
2013-08-28 00:14:00 PST,+90.0543,+0.312911
2013-08-28 00:15:00 PST,+89.9901,+0.31375
2013-08-28 00:16:00 PST,+89.9268,+0.314578
2013-08-28 00:17:00 PST,+89.8643,+0.315394
2013-08-28 00:18:00 PST,+89.8027,+0.3162
2013-08-28 00:19:00 PST,+89.7419,+0.316994
2013-08-28 00:20:00 PST,+89.682,+0.317778
2013-08-28 00:21:00 PST,+89.6229,+0.31855
2013-08-28 00:22:00 PST,+89.5647,+0.319311
2013-08-28 00:23:00 PST,+89.5073,+0.320061
2013-08-28 00:24:00 PST,+89.4508,+0.3208
2013-08-28 00:25:00 PST,+89.3951,+0.321528
2013-08-28 00:26:00 PST,+89.3403,+0.322244
2013-08-28 00:27:00 PST,+89.2863,+0.32295
2013-08-28 00:28:00 PST,+89.2332,+0.323644
2013-08-28 00:29:00 PST,+89.1809,+0.324328
2013-08-28 00:30:00 PST,+89.1295,+0.325
2013-08-28 00:31:00 PST,+89.0789,+0.325661
2013-08-28 00:32:00 PST,+89.0292,+0.326311
2013-08-28 00:33:00 PST,+88.9803,+0.32695
2013-08-28 00:34:00 PST,+88.9323,+0.327578
2013-08-28 00:35:00 PST,+88.8851,+0.328194
2013-08-28 00:36:00 PST,+88.8388,+0.3288
2013-08-28 00:37:00 PST,+88.7933,+0.329394
2013-08-28 00:38:00 PST,+88.7487,+0.329978
2013-08-28 00:39:00 PST,+88.7049,+0.33055
2013-08-28 00:40:00 PST,+88.662,+0.331111
2013-08-28 00:41:00 PST,+88.6199,+0.331661
2013-08-28 00:42:00 PST,+88.5787,+0.3322
2013-08-28 00:43:00 PST,+88.5383,+0.332728
2013-08-28 00:44:00 PST,+88.4988,+0.333244
2013-08-28 00:45:00 PST,+88.4601,+0.33375
2013-08-28 00:46:00 PST,+88.4223,+0.334244
2013-08-28 00:47:00 PST,+88.3853,+0.334728
2013-08-28 00:48:00 PST,+88.3492,+0.3352
2013-08-28 00:49:00 PST,+88.3139,+0.335661
2013-08-28 00:50:00 PST,+88.2795,+0.336111
2013-08-28 00:51:00 PST,+88.2459,+0.33655
2013-08-28 00:52:00 PST,+88.2132,+0.336978
2013-08-28 00:53:00 PST,+88.1813,+0.337394
2013-08-28 00:54:00 PST,+88.1503,+0.3378
2013-08-28 00:55:00 PST,+88.1201,+0.338194
2013-08-28 00:56:00 PST,+88.0908,+0.338578
2013-08-28 00:57:00 PST,+88.0623,+0.33895
2013-08-28 00:58:00 PST,+88.0347,+0.339311
2013-08-28 00:59:00 PST,+88.0079,+0.339661
2013-08-28 01:00:00 PST,+87.982,+0.34
2013-08-28 01:01:00 PST,+88.0144,+0.339508
2013-08-28 01:02:00 PST,+88.0458,+0.339033
2013-08-28 01:03:00 PST,+88.076,+0.338575
2013-08-28 01:04:00 PST,+88.1052,+0.338133
2013-08-28 01:05:00 PST,+88.1332,+0.337708
2013-08-28 01:06:00 PST,+88.1602,+0.3373
2013-08-28 01:07:00 PST,+88.186,+0.336908
2013-08-28 01:08:00 PST,+88.2108,+0.336533
2013-08-28 01:09:00 PST,+88.2344,+0.336175
2013-08-28 01:10:00 PST,+88.257,+0.335833
2013-08-28 01:11:00 PST,+88.2784,+0.335508
2013-08-28 01:12:00 PST,+88.2988,+0.3352
2013-08-28 01:13:00 PST,+88.318,+0.334908
2013-08-28 01:14:00 PST,+88.3362,+0.334633
2013-08-28 01:15:00 PST,+88.3532,+0.334375
2013-08-28 01:16:00 PST,+88.3692,+0.334133
2013-08-28 01:17:00 PST,+88.384,+0.333908
2013-08-28 01:18:00 PST,+88.3978,+0.3337
2013-08-28 01:19:00 PST,+88.4104,+0.333508
2013-08-28 01:20:00 PST,+88.422,+0.333333
2013-08-28 01:21:00 PST,+88.4324,+0.333175
2013-08-28 01:22:00 PST,+88.4418,+0.333033
2013-08-28 01:23:00 PST,+88.45,+0.332908
2013-08-28 01:24:00 PST,+88.4572,+0.3328
2013-08-28 01:25:00 PST,+88.4632,+0.332708
2013-08-28 01:26:00 PST,+88.4682,+0.332633
2013-08-28 01:27:00 PST,+88.472,+0.332575
2013-08-28 01:28:00 PST,+88.4748,+0.332533
2013-08-28 01:29:00 PST,+88.4764,+0.332508
2013-08-28 01:30:00 PST,+88.477,+0.3325
2013-08-28 01:31:00 PST,+88.4764,+0.332508
2013-08-28 01:32:00 PST,+88.4748,+0.332533
2013-08-28 01:33:00 PST,+88.472,+0.332575
2013-08-28 01:34:00 PST,+88.4682,+0.332633
2013-08-28 01:35:00 PST,+88.4632,+0.332708
2013-08-28 01:36:00 PST,+88.4572,+0.3328
2013-08-28 01:37:00 PST,+88.45,+0.332908
2013-08-28 01:38:00 PST,+88.4418,+0.333033
2013-08-28 01:39:00 PST,+88.4324,+0.333175
2013-08-28 01:40:00 PST,+88.422,+0.333333
2013-08-28 01:41:00 PST,+88.4104,+0.333508
2013-08-28 01:42:00 PST,+88.3978,+0.3337
2013-08-28 01:43:00 PST,+88.384,+0.333908
2013-08-28 01:44:00 PST,+88.3692,+0.334133
2013-08-28 01:45:00 PST,+88.3532,+0.334375
2013-08-28 01:46:00 PST,+88.3362,+0.334633
2013-08-28 01:47:00 PST,+88.318,+0.334908
2013-08-28 01:48:00 PST,+88.2988,+0.3352
2013-08-28 01:49:00 PST,+88.2784,+0.335508
2013-08-28 01:50:00 PST,+88.257,+0.335833
2013-08-28 01:51:00 PST,+88.2344,+0.336175
2013-08-28 01:52:00 PST,+88.2108,+0.336533
2013-08-28 01:53:00 PST,+88.186,+0.336908
2013-08-28 01:54:00 PST,+88.1602,+0.3373
2013-08-28 01:55:00 PST,+88.1332,+0.337708
2013-08-28 01:56:00 PST,+88.1052,+0.338133
2013-08-28 01:57:00 PST,+88.076,+0.338575
2013-08-28 01:58:00 PST,+88.0458,+0.339033
2013-08-28 01:59:00 PST,+88.0144,+0.339508
2013-08-28 02:00:00 PST,+87.982,+0.34
2013-08-28 02:01:00 PST,+87.8924,+0.34141
2013-08-28 02:02:00 PST,+87.8036,+0.342806
2013-08-28 02:03:00 PST,+87.7156,+0.344188
2013-08-28 02:04:00 PST,+87.6284,+0.345556
2013-08-28 02:05:00 PST,+87.542,+0.34691
2013-08-28 02:06:00 PST,+87.4564,+0.34825
2013-08-28 02:07:00 PST,+87.3716,+0.349576
2013-08-28 02:08:00 PST,+87.2876,+0.350889
2013-08-28 02:09:00 PST,+87.2044,+0.352187
2013-08-28 02:10:00 PST,+87.122,+0.353472
2013-08-28 02:11:00 PST,+87.0404,+0.354743
2013-08-28 02:12:00 PST,+86.9596,+0.356
2013-08-28 02:13:00 PST,+86.8796,+0.357243
2013-08-28 02:14:00 PST,+86.8004,+0.358472
2013-08-28 02:15:00 PST,+86.722,+0.359688
2013-08-28 02:16:00 PST,+86.6444,+0.360889
2013-08-28 02:17:00 PST,+86.5676,+0.362076
2013-08-28 02:18:00 PST,+86.4916,+0.36325
2013-08-28 02:19:00 PST,+86.4164,+0.36441
2013-08-28 02:20:00 PST,+86.342,+0.365556
2013-08-28 02:21:00 PST,+86.2684,+0.366688
2013-08-28 02:22:00 PST,+86.1956,+0.367806
2013-08-28 02:23:00 PST,+86.1236,+0.36891
2013-08-28 02:24:00 PST,+86.0524,+0.37
2013-08-28 02:25:00 PST,+85.982,+0.371076
2013-08-28 02:26:00 PST,+85.9124,+0.372139
2013-08-28 02:27:00 PST,+85.8436,+0.373187
2013-08-28 02:28:00 PST,+85.7756,+0.374222
2013-08-28 02:29:00 PST,+85.7084,+0.375243
2013-08-28 02:30:00 PST,+85.642,+0.37625
2013-08-28 02:31:00 PST,+85.5764,+0.377243
2013-08-28 02:32:00 PST,+85.5116,+0.378222
2013-08-28 02:33:00 PST,+85.4476,+0.379188
2013-08-28 02:34:00 PST,+85.3844,+0.380139
2013-08-28 02:35:00 PST,+85.322,+0.381076
2013-08-28 02:36:00 PST,+85.2604,+0.382
2013-08-28 02:37:00 PST,+85.1996,+0.38291
2013-08-28 02:38:00 PST,+85.1396,+0.383806
2013-08-28 02:39:00 PST,+85.0804,+0.384687
2013-08-28 02:40:00 PST,+85.022,+0.385556
2013-08-28 02:41:00 PST,+84.9644,+0.38641
2013-08-28 02:42:00 PST,+84.9076,+0.38725
2013-08-28 02:43:00 PST,+84.8516,+0.388076
2013-08-28 02:44:00 PST,+84.7964,+0.388889
2013-08-28 02:45:00 PST,+84.742,+0.389688
2013-08-28 02:46:00 PST,+84.6884,+0.390472
2013-08-28 02:47:00 PST,+84.6356,+0.391243
2013-08-28 02:48:00 PST,+84.5836,+0.392
2013-08-28 02:49:00 PST,+84.5324,+0.392743
2013-08-28 02:50:00 PST,+84.482,+0.393472
2013-08-28 02:51:00 PST,+84.4324,+0.394188
2013-08-28 02:52:00 PST,+84.3836,+0.394889
2013-08-28 02:53:00 PST,+84.3356,+0.395576
2013-08-28 02:54:00 PST,+84.2884,+0.39625
2013-08-28 02:55:00 PST,+84.242,+0.39691
2013-08-28 02:56:00 PST,+84.1964,+0.397556
2013-08-28 02:57:00 PST,+84.1516,+0.398187
2013-08-28 02:58:00 PST,+84.1076,+0.398806
2013-08-28 02:59:00 PST,+84.0644,+0.39941
2013-08-28 03:00:00 PST,+84.022,+0.4
2013-08-28 03:01:00 PST,+84.0114,+0.400003
2013-08-28 03:02:00 PST,+84.0005,+0.400011
2013-08-28 03:03:00 PST,+83.9894,+0.400025
2013-08-28 03:04:00 PST,+83.978,+0.400044
2013-08-28 03:05:00 PST,+83.9664,+0.400069
2013-08-28 03:06:00 PST,+83.9545,+0.4001
2013-08-28 03:07:00 PST,+83.9424,+0.400136
2013-08-28 03:08:00 PST,+83.93,+0.400178
2013-08-28 03:09:00 PST,+83.9174,+0.400225
2013-08-28 03:10:00 PST,+83.9045,+0.400278
2013-08-28 03:11:00 PST,+83.8914,+0.400336
2013-08-28 03:12:00 PST,+83.878,+0.4004
2013-08-28 03:13:00 PST,+83.8644,+0.400469
2013-08-28 03:14:00 PST,+83.8505,+0.400544
2013-08-28 03:15:00 PST,+83.8364,+0.400625
2013-08-28 03:16:00 PST,+83.822,+0.400711
2013-08-28 03:17:00 PST,+83.8074,+0.400803
2013-08-28 03:18:00 PST,+83.7925,+0.4009
2013-08-28 03:19:00 PST,+83.7774,+0.401003
2013-08-28 03:20:00 PST,+83.762,+0.401111
2013-08-28 03:21:00 PST,+83.7464,+0.401225
2013-08-28 03:22:00 PST,+83.7305,+0.401344
2013-08-28 03:23:00 PST,+83.7144,+0.401469
2013-08-28 03:24:00 PST,+83.698,+0.4016
2013-08-28 03:25:00 PST,+83.6814,+0.401736
2013-08-28 03:26:00 PST,+83.6645,+0.401878
2013-08-28 03:27:00 PST,+83.6474,+0.402025
2013-08-28 03:28:00 PST,+83.63,+0.402178
2013-08-28 03:29:00 PST,+83.6124,+0.402336
2013-08-28 03:30:00 PST,+83.5945,+0.4025
2013-08-28 03:31:00 PST,+83.5764,+0.402669
2013-08-28 03:32:00 PST,+83.558,+0.402844
2013-08-28 03:33:00 PST,+83.5394,+0.403025
2013-08-28 03:34:00 PST,+83.5205,+0.403211
2013-08-28 03:35:00 PST,+83.5014,+0.403403
2013-08-28 03:36:00 PST,+83.482,+0.4036
2013-08-28 03:37:00 PST,+83.4624,+0.403803
2013-08-28 03:38:00 PST,+83.4425,+0.404011
2013-08-28 03:39:00 PST,+83.4224,+0.404225
2013-08-28 03:40:00 PST,+83.402,+0.404444
2013-08-28 03:41:00 PST,+83.3814,+0.404669
2013-08-28 03:42:00 PST,+83.3605,+0.4049
2013-08-28 03:43:00 PST,+83.3394,+0.405136
2013-08-28 03:44:00 PST,+83.318,+0.405378
2013-08-28 03:45:00 PST,+83.2964,+0.405625
2013-08-28 03:46:00 PST,+83.2745,+0.405878
2013-08-28 03:47:00 PST,+83.2524,+0.406136
2013-08-28 03:48:00 PST,+83.23,+0.4064
2013-08-28 03:49:00 PST,+83.2074,+0.406669
2013-08-28 03:50:00 PST,+83.1845,+0.406944
2013-08-28 03:51:00 PST,+83.1614,+0.407225
2013-08-28 03:52:00 PST,+83.138,+0.407511
2013-08-28 03:53:00 PST,+83.1144,+0.407803
2013-08-28 03:54:00 PST,+83.0905,+0.4081
2013-08-28 03:55:00 PST,+83.0664,+0.408403
2013-08-28 03:56:00 PST,+83.042,+0.408711
2013-08-28 03:57:00 PST,+83.0174,+0.409025
2013-08-28 03:58:00 PST,+82.9925,+0.409344
2013-08-28 03:59:00 PST,+82.9674,+0.409669
2013-08-28 04:00:00 PST,+82.942,+0.41
2013-08-28 04:01:00 PST,+82.8839,+0.410746
2013-08-28 04:02:00 PST,+82.8267,+0.411483
2013-08-28 04:03:00 PST,+82.7703,+0.412213
2013-08-28 04:04:00 PST,+82.7148,+0.412933
2013-08-28 04:05:00 PST,+82.6601,+0.413646
2013-08-28 04:06:00 PST,+82.6063,+0.41435
2013-08-28 04:07:00 PST,+82.5533,+0.415046
2013-08-28 04:08:00 PST,+82.5012,+0.415733
2013-08-28 04:09:00 PST,+82.4499,+0.416412
2013-08-28 04:10:00 PST,+82.3995,+0.417083
2013-08-28 04:11:00 PST,+82.3499,+0.417746
2013-08-28 04:12:00 PST,+82.3012,+0.4184
2013-08-28 04:13:00 PST,+82.2533,+0.419046
2013-08-28 04:14:00 PST,+82.2063,+0.419683
2013-08-28 04:15:00 PST,+82.1601,+0.420312
2013-08-28 04:16:00 PST,+82.1148,+0.420933
2013-08-28 04:17:00 PST,+82.0703,+0.421546
2013-08-28 04:18:00 PST,+82.0267,+0.42215
2013-08-28 04:19:00 PST,+81.9839,+0.422746
2013-08-28 04:20:00 PST,+81.942,+0.423333
2013-08-28 04:21:00 PST,+81.9009,+0.423913
2013-08-28 04:22:00 PST,+81.8607,+0.424483
2013-08-28 04:23:00 PST,+81.8213,+0.425046
2013-08-28 04:24:00 PST,+81.7828,+0.4256
2013-08-28 04:25:00 PST,+81.7451,+0.426146
2013-08-28 04:26:00 PST,+81.7083,+0.426683
2013-08-28 04:27:00 PST,+81.6723,+0.427212
2013-08-28 04:28:00 PST,+81.6372,+0.427733
2013-08-28 04:29:00 PST,+81.6029,+0.428246
2013-08-28 04:30:00 PST,+81.5695,+0.42875
2013-08-28 04:31:00 PST,+81.5369,+0.429246
2013-08-28 04:32:00 PST,+81.5052,+0.429733
2013-08-28 04:33:00 PST,+81.4743,+0.430213
2013-08-28 04:34:00 PST,+81.4443,+0.430683
2013-08-28 04:35:00 PST,+81.4151,+0.431146
2013-08-28 04:36:00 PST,+81.3868,+0.4316
2013-08-28 04:37:00 PST,+81.3593,+0.432046
2013-08-28 04:38:00 PST,+81.3327,+0.432483
2013-08-28 04:39:00 PST,+81.3069,+0.432912
2013-08-28 04:40:00 PST,+81.282,+0.433333
2013-08-28 04:41:00 PST,+81.2579,+0.433746
2013-08-28 04:42:00 PST,+81.2347,+0.43415
2013-08-28 04:43:00 PST,+81.2123,+0.434546
2013-08-28 04:44:00 PST,+81.1908,+0.434933
2013-08-28 04:45:00 PST,+81.1701,+0.435312
2013-08-28 04:46:00 PST,+81.1503,+0.435683
2013-08-28 04:47:00 PST,+81.1313,+0.436046
2013-08-28 04:48:00 PST,+81.1132,+0.4364
2013-08-28 04:49:00 PST,+81.0959,+0.436746
2013-08-28 04:50:00 PST,+81.0795,+0.437083
2013-08-28 04:51:00 PST,+81.0639,+0.437413
2013-08-28 04:52:00 PST,+81.0492,+0.437733
2013-08-28 04:53:00 PST,+81.0353,+0.438046
2013-08-28 04:54:00 PST,+81.0223,+0.43835
2013-08-28 04:55:00 PST,+81.0101,+0.438646
2013-08-28 04:56:00 PST,+80.9988,+0.438933
2013-08-28 04:57:00 PST,+80.9883,+0.439212
2013-08-28 04:58:00 PST,+80.9787,+0.439483
2013-08-28 04:59:00 PST,+80.9699,+0.439746
2013-08-28 05:00:00 PST,+80.962,+0.44
2013-08-28 05:01:00 PST,+80.9815,+0.440246
2013-08-28 05:02:00 PST,+81.0009,+0.440483
2013-08-28 05:03:00 PST,+81.0203,+0.440713
2013-08-28 05:04:00 PST,+81.0396,+0.440933
2013-08-28 05:05:00 PST,+81.0589,+0.441146
2013-08-28 05:06:00 PST,+81.0781,+0.44135
2013-08-28 05:07:00 PST,+81.0973,+0.441546
2013-08-28 05:08:00 PST,+81.1164,+0.441733
2013-08-28 05:09:00 PST,+81.1355,+0.441912
2013-08-28 05:10:00 PST,+81.1545,+0.442083
2013-08-28 05:11:00 PST,+81.1735,+0.442246
2013-08-28 05:12:00 PST,+81.1924,+0.4424
2013-08-28 05:13:00 PST,+81.2113,+0.442546
2013-08-28 05:14:00 PST,+81.2301,+0.442683
2013-08-28 05:15:00 PST,+81.2489,+0.442812
2013-08-28 05:16:00 PST,+81.2676,+0.442933
2013-08-28 05:17:00 PST,+81.2863,+0.443046
2013-08-28 05:18:00 PST,+81.3049,+0.44315
2013-08-28 05:19:00 PST,+81.3235,+0.443246
2013-08-28 05:20:00 PST,+81.342,+0.443333
2013-08-28 05:21:00 PST,+81.3605,+0.443413
2013-08-28 05:22:00 PST,+81.3789,+0.443483
2013-08-28 05:23:00 PST,+81.3973,+0.443546
2013-08-28 05:24:00 PST,+81.4156,+0.4436
2013-08-28 05:25:00 PST,+81.4339,+0.443646
2013-08-28 05:26:00 PST,+81.4521,+0.443683
2013-08-28 05:27:00 PST,+81.4703,+0.443712
2013-08-28 05:28:00 PST,+81.4884,+0.443733
2013-08-28 05:29:00 PST,+81.5065,+0.443746
2013-08-28 05:30:00 PST,+81.5245,+0.44375
2013-08-28 05:31:00 PST,+81.5425,+0.443746
2013-08-28 05:32:00 PST,+81.5604,+0.443733
2013-08-28 05:33:00 PST,+81.5783,+0.443712
2013-08-28 05:34:00 PST,+81.5961,+0.443683
2013-08-28 05:35:00 PST,+81.6139,+0.443646
2013-08-28 05:36:00 PST,+81.6316,+0.4436
2013-08-28 05:37:00 PST,+81.6493,+0.443546
2013-08-28 05:38:00 PST,+81.6669,+0.443483
2013-08-28 05:39:00 PST,+81.6845,+0.443413
2013-08-28 05:40:00 PST,+81.702,+0.443333
2013-08-28 05:41:00 PST,+81.7195,+0.443246
2013-08-28 05:42:00 PST,+81.7369,+0.44315
2013-08-28 05:43:00 PST,+81.7543,+0.443046
2013-08-28 05:44:00 PST,+81.7716,+0.442933
2013-08-28 05:45:00 PST,+81.7889,+0.442812
2013-08-28 05:46:00 PST,+81.8061,+0.442683
2013-08-28 05:47:00 PST,+81.8233,+0.442546
